('cinl', 'le'): 1.0
('jis', 'ti'): 0.5
('syl', 'ves'): 0.5
('rect', 'totv'): 0.5
('punk', 'wtspc'): 0.5
('roh', 'lu'): 0.5
('cords', 'tan'): 0.5
('bass', 'la'): 0.5
('oom', 'endsntnc'): 0.5
('ged', 'wtspc'): 0.5
('night', 'wtspc'): 0.5
('old', 'wtspc'): 0.5
('eac', 'hin'): 0.5
('oir', 'wtspc'): 0.5
('tgv', 'dir'): 0.5
('ault', 'wtspc'): 0.5
('nigs', 'b'): 0.5
('mif', 'ran'): 0.5
('panth', 'on'): 0.5
('ioc', 'hu'): 0.5
('boc', 'cac'): 0.5
('rech', 'wtspc'): 0.5
('ist', 'r'): 0.5
('erk', 'le'): 0.5
('teyn', 'wtspc'): 0.5
('teyn', 'ler'): 0.5
('gab', 'ba'): 0.5
('pig', 'hi'): 0.5
('oal', 'to'): 0.5
('iedl', 'wtspc'): 0.5
('lock', 'ner'): 0.5
('tungs', 'ten'): 0.5
('tgv', 'wtspc'): 0.5
('func', 'hal'): 0.5
('ners', 'l'): 0.5
('iik', 'li'): 0.5
('eutz', 'wtspc'): 0.5
('lans', 'li'): 0.5
('gens', 'wtspc'): 0.5
('iaz', 'zi'): 0.5
('gasp', 'ra'): 0.5
('daw', 'nu'): 0.5
('hyd', 'ra'): 0.5
('aund', 'wtspc'): 0.5
('yaf', 'ram'): 0.5
('lerk', 'wtspc'): 0.5
('ieu', 're'): 0.5
('tob', 'gy'): 0.5
('fold', 'wtspc'): 0.5
('jonk', 'tu'): 0.5
('ist', 'ro'): 0.5
('pap', 'pen'): 0.5
('dirp', 'si'): 0.5
('qu', 'muq'): 0.5
('nol', 'wtspc'): 0.5
('eac', 't'): 0.5
('perm', 'de'): 0.5
('perm', 'wtspc'): 0.5
('uen', 'za'): 0.5
('cfb', 'endsntnc'): 0.5
('oen', 'te'): 0.5
('ioi', 'des'): 0.5
('ioi', 'domy'): 0.5
('lumb', 'ri'): 0.5
('vest', 'rongy'): 0.5
('iedl', 'n'): 0.5
('dob', 'ron'): 0.5
('pert', 'ro'): 0.5
('eks', 'pir'): 0.5
('reb', 'ral'): 0.5
('nert', 'wtspc'): 0.5
('oal', 'v'): 0.5
('iiia', 'wtspc'): 0.5
('iiia', 'ya'): 0.5
('mot', 'ra'): 0.5
('perf', 'rak'): 0.5
('hart', 'wtspc'): 0.5
('perf', 'rac'): 0.5
('oas', 'wtspc'): 0.5
('nert', 'he'): 0.5
('iek', 'si'): 0.5
('alg', 'ler'): 0.5
('alg', 'si'): 0.5
('caldy', 'wtspc'): 0.5
('hutc', 'he'): 0.5
('caldy', 'ye'): 0.5
('uor', 'nek'): 0.5
('iaz', 'wtspc'): 0.5
('johns', 'to'): 0.5
('cords', 'wtspc'): 0.5
('wift', 'wtspc'): 0.5
('joy', 'wtspc'): 0.5
('huck', 'wtspc'): 0.5
('kirp', 'mak'): 0.5
('lens', 'wtspc'): 0.5
('gr', 'wtspc'): 0.5
('iek', 'wtspc'): 0.5
('cfb', 'wtspc'): 0.5
('ky', 'burg'): 0.5
('eit', 'endsntnc'): 0.5
('vab', 'ya'): 0.5
('fuss', 'wtspc'): 0.5
('aig', 'le'): 0.5
('vor', 'wtspc'): 0.5
('roh', 'rer'): 0.5
('uizm', 'wtspc'): 0.5
('spy', 'ri'): 0.5
('fuss', 'li'): 0.5
('eiz', 'wtspc'): 0.5
('hurn', 'wtspc'): 0.5
('temps', 'wtspc'): 0.5
('oar', 'ding'): 0.5
('oir', 'dir'): 0.5
('hurn', 'da'): 0.5
('hew', 'wtspc'): 0.5
('eek', 'wtspc'): 0.5
('iey', 'lu'): 0.5
('iey', 'lul'): 0.5
('rav', 'ya'): 0.5
('telst', 'vo'): 0.5
('nalt', 'wtspc'): 0.5
('uin', 'ti'): 0.5
('darp', 'wtspc'): 0.5
('fig', 'la'): 0.5
('dins', 'po'): 0.5
('hand', 'wtspc'): 0.5
('saw', 'wtspc'): 0.5
('ping', 'wtspc'): 0.5
('serf', 'wtspc'): 0.5
('rub', 'le'): 0.5
('eart', 'hur'): 0.5
('euk', 'ray'): 0.5
('vest', 'nik'): 0.5
('tomsk', 'hak'): 0.5
('tomsk', 'wtspc'): 0.5
('dast', 'endsntnc'): 0.5
('nalt', 'ti'): 0.5
('sym', 'po'): 0.5
('pint', 'ha'): 0.5
('euk', 'l'): 0.5
('ners', 'wtspc'): 0.5
('sym', 'bo'): 0.5
('oom', 'la'): 0.5
('logs', 'endsntnc'): 0.5
('logs', 'mith'): 0.5
('rub', 'bish'): 0.5
('won', 'wtspc'): 0.5
('dy', 'ba'): 0.5
('tag', 'zi'): 0.5
('ret', 'wtspc'): 0.49934980494148246
('sil', 'wtspc'): 0.4986449864498645
('mak', 'ta'): 0.4982275217531421
('seh', 'ri'): 0.4962962962962963
('kom', 'su'): 0.49606299212598426
('nir', 'endsntnc'): 0.495583038869258
('nal', 'wtspc'): 0.49441340782122906
('dart', 'wtspc'): 0.4942528735632184
('kim', 'wtspc'): 0.4938036224976168
('yal', 'wtspc'): 0.4921875
('yuz', 'yil'): 0.49107142857142855
('kurt', 'wtspc'): 0.49074074074074076
('ders', 'le'): 0.4891304347826087
('bayt', 'wtspc'): 0.4878048780487805
('kod', 'la'): 0.48717948717948717
('ney', 'wtspc'): 0.48642533936651583
('dat', 'wtspc'): 0.4857142857142857
('gin', 'wtspc'): 0.4855195911413969
('lim', 'wtspc'): 0.4844760672703752
('sis', 'te'): 0.48415841584158414
('hik', 'met'): 0.4838709677419355
('rat', 'wtspc'): 0.4834710743801653
('sum', 'wtspc'): 0.4823529411764706
('lam', 'wtspc'): 0.4815340909090909
('cuy', 'la'): 0.48148148148148145
('zon', 'wtspc'): 0.4807692307692308
('vik', 'wtspc'): 0.4805194805194805
('net', 'wtspc'): 0.480225988700565
('bu', 'wtspc'): 0.47893636092022707
('del', 'wtspc'): 0.47878787878787876
('iel', 'wtspc'): 0.4782608695652174
('wan', 'wtspc'): 0.4782608695652174
('ah', 'met'): 0.4772727272727273
('han', 'wtspc'): 0.476878612716763
('diz', 'wtspc'): 0.47619047619047616
('eg', 'len'): 0.47619047619047616
('pul', 'mo'): 0.47619047619047616
('ment', 'wtspc'): 0.47560975609756095
('bey', 'wtspc'): 0.47549019607843135
('vo', 'ley'): 0.47540983606557374
('riy', 'la'): 0.4752623688155922
('ji', 'wtspc'): 0.47396386822529224
('nep', 'tu'): 0.47368421052631576
('carp', 'ma'): 0.47368421052631576
('kar', 'si'): 0.4736543909348442
('log', 'wtspc'): 0.472636815920398
('rur', 'endsntnc'): 0.47257383966244726
('vel', 'wtspc'): 0.4722222222222222
('f', 'ran'): 0.4717800289435601
('tas', 'wtspc'): 0.4714064914992272
('dor', 'dun'): 0.47126436781609193
('sat', 'wtspc'): 0.47058823529411764
('sk', 'wtspc'): 0.47058823529411764
('tal', 'ya'): 0.47058823529411764
('send', 'ro'): 0.47058823529411764
('send', 'rom'): 0.47058823529411764
('huk', 'me'): 0.4700854700854701
('riy', 'le'): 0.46926536731634183
('cey', 'rek'): 0.4691358024691358
('met', 'wtspc'): 0.4684014869888476
('fon', 'wtspc'): 0.46835443037974683
('ras', 'tir'): 0.4682651622002821
('dev', 'let'): 0.4675834970530452
('tan', 'wtspc'): 0.46741573033707867
('can', 'wtspc'): 0.46706586826347307
('pay', 'wtspc'): 0.46616541353383456
('af', 'ri'): 0.4658385093167702
('giy', 'la'): 0.46543778801843316
('sim', 'wtspc'): 0.4654205607476635
('nuy', 'la'): 0.46511627906976744
('fil', 'mi'): 0.4632352941176471
('bag', 'li'): 0.46308724832214765
('sek', 'wtspc'): 0.462877030162413
('denk', 'wtspc'): 0.4626865671641791
('el', 'de'): 0.46167883211678834
('gez', 'gin'): 0.46153846153846156
('vuk', 'wtspc'): 0.46153846153846156
('rig', 'wtspc'): 0.46153846153846156
('http', 'wtspc'): 0.46153846153846156
('liy', 'di'): 0.46017699115044247
('cum', 'hu'): 0.4597315436241611
('komp', 'leks'): 0.4594594594594595
('gaz', 'wtspc'): 0.4588235294117647
('nat', 'wtspc'): 0.45857988165680474
('yom', 'la'): 0.4583333333333333
('des', 'tek'): 0.4577114427860697
('zof', 'wtspc'): 0.4576271186440678
('yap', 'ti'): 0.4573547589616811
('sos', 'yal'): 0.45686900958466453
('our', 'wtspc'): 0.45652173913043476
('ner', 'bah'): 0.45595854922279794
('dey', 'se'): 0.45544554455445546
('gen', 'wtspc'): 0.45539906103286387
('bent', 'wtspc'): 0.45454545454545453
('aut', 'wtspc'): 0.45454545454545453
('bob', 'wtspc'): 0.45454545454545453
('yad', 'wtspc'): 0.45454545454545453
('zin', 'wtspc'): 0.4542372881355932
('ac', 'ti'): 0.45390070921985815
('sin', 'da'): 0.45251857968620973
('dam', 'wtspc'): 0.45222929936305734
('cas', 'wtspc'): 0.45161290322580644
('ki', 'wtspc'): 0.4512066303729585
('harf', 'le'): 0.4507042253521127
('bac', 'hin'): 0.45
('pas', 'cal'): 0.45
('app', 'le'): 0.45
('abd', 'wtspc'): 0.44970414201183434
('ker', 'wtspc'): 0.44919786096256686
('yol', 'wtspc'): 0.44880174291938996
('par', 'ti'): 0.4480769230769231
('kav', 'ra'): 0.4473684210526316
('vul', 'cu'): 0.4473684210526316
('tom', 'wtspc'): 0.44715447154471544
('bit', 'ki'): 0.44673539518900346
('bum', 'wtspc'): 0.4457831325301205
('ley', 'bol'): 0.44502617801047123
('aan', 'wtspc'): 0.4444444444444444
('km', 'wtspc'): 0.4444444444444444
('gog', 'sun'): 0.4444444444444444
('ob', 'je'): 0.4444444444444444
('ph', 'lo'): 0.4444444444444444
('th', 'r'): 0.4444444444444444
('jek', 'tur'): 0.4444444444444444
('zit', 'wtspc'): 0.4444444444444444
('cent', 'wtspc'): 0.4444444444444444
('fok', 'la'): 0.4444444444444444
('vif', 'la'): 0.4444444444444444
('bib', 'li'): 0.4444444444444444
('gol', 'wtspc'): 0.4434250764525994
('tap', 'wtspc'): 0.4411764705882353
('lek', 'wtspc'): 0.4409448818897638
('sap', 'la'): 0.44072948328267475
('kut', 'le'): 0.4406779661016949
('saf', 'wtspc'): 0.44
('cut', 'tur'): 0.4393063583815029
('sol', 'wtspc'): 0.4392523364485981
('on', 'ce'): 0.4390432098765432
('ee', 'wtspc'): 0.43859649122807015
('ie', 'wtspc'): 0.43859649122807015
('film', 'wtspc'): 0.4385026737967914
('yet', 'wtspc'): 0.43826322930800543
('muz', 'wtspc'): 0.43796992481203006
('rem', 'wtspc'): 0.43795620437956206
('vist', 'ler'): 0.4375
('folk', 'wtspc'): 0.4375
('dim', 'wtspc'): 0.43703703703703706
('mi', 'wtspc'): 0.43689172749391725
('si', 'wtspc'): 0.4361174233640959
('vir', 'wtspc'): 0.4358974358974359
('sef', 'wtspc'): 0.43478260869565216
('kav', 'ram'): 0.4342105263157895
('li', 'wtspc'): 0.43397254303769883
('kah', 'ra'): 0.4339622641509434
('vet', 'le'): 0.4339622641509434
('dis', 'wtspc'): 0.4329896907216495
('sah', 'ne'): 0.43243243243243246
('ben', 'zer'): 0.4319371727748691
('ri', 'wtspc'): 0.4313548915268113
('not', 'wtspc'): 0.4305555555555556
('goz', 'lem'): 0.4298507462686567
('genc', 'wtspc'): 0.42920353982300885
('zam', 'wtspc'): 0.42857142857142855
('kork', 'tu'): 0.42857142857142855
('bam', 'wtspc'): 0.42857142857142855
('iev', 'wtspc'): 0.42857142857142855
('iin', 'wtspc'): 0.42857142857142855
('resk', 'ler'): 0.42857142857142855
('talt', 'ci'): 0.42857142857142855
('lab', 'ra'): 0.42857142857142855
('hib', 'rit'): 0.42857142857142855
('ior', 'wtspc'): 0.42857142857142855
('bam', 'bas'): 0.42857142857142855
('kosk', 'wtspc'): 0.42857142857142855
('kork', 'ma'): 0.42857142857142855
('luv', 'yal'): 0.42857142857142855
('row', 'na'): 0.42857142857142855
('fad', 'lul'): 0.42857142857142855
('fad', 'lal'): 0.42857142857142855
('lack', 'wtspc'): 0.42857142857142855
('rib', 'wtspc'): 0.42857142857142855
('leb', 's'): 0.42857142857142855
('rib', 'ron'): 0.42857142857142855
('rev', 'wtspc'): 0.4280155642023346
('oy', 'na'): 0.42657342657342656
('gun', 'wtspc'): 0.4257075471698113
('il', 'gi'): 0.4254766031195841
('yur', 'du'): 0.425
('gi', 'wtspc'): 0.424579701120797
('kil', 'de'): 0.42414174972314506
('yurt', 'wtspc'): 0.42391304347826086
('gur', 'wtspc'): 0.4233128834355828
('ken', 'di'): 0.4227567067530065
('ses', 'wtspc'): 0.42063492063492064
('og', 'ren'): 0.4199288256227758
('lin', 'da'): 0.419281232173417
('det', 'wtspc'): 0.4192139737991266
('huk', 'met'): 0.4188034188034188
('zar', 'wtspc'): 0.4183381088825215
('yar', 'wtspc'): 0.4182015167930661
('bes', 'wtspc'): 0.41729323308270677
('kent', 'wtspc'): 0.4172661870503597
('ad', 'li'): 0.4172366621067031
('cir', 'di'): 0.41708542713567837
('cur', 'ya'): 0.4166666666666667
('dok', 'to'): 0.4166666666666667
('suc', 'la'): 0.4166666666666667
('ces', 'wtspc'): 0.4166666666666667
('cop', 'wtspc'): 0.4166666666666667
('zalt', 'mak'): 0.4166666666666667
('lap', 'la'): 0.4166666666666667
('tij', 'li'): 0.4166666666666667
('reh', 'be'): 0.4166666666666667
('ruk', 'wtspc'): 0.416
('liy', 'le'): 0.415929203539823
('pet', 'rol'): 0.4158415841584158
('min', 'wtspc'): 0.41491596638655465
('hac', 'mi'): 0.4146341463414634
('ders', 'wtspc'): 0.41304347826086957
('pers', 'wtspc'): 0.41304347826086957
('xi', 'wtspc'): 0.4117647058823529
('vin', 'wtspc'): 0.41134751773049644
('duk', 'ca'): 0.41102756892230574
('mat', 'wtspc'): 0.41025641025641024
('nu', 'wtspc'): 0.4092295957284516
('fan', 'wtspc'): 0.4090909090909091
('ror', 'wtspc'): 0.4090909090909091
('cav', 'wtspc'): 0.4090909090909091
('port', 'wtspc'): 0.40816326530612246
('yat', 'wtspc'): 0.4074074074074074
('sey', 'wtspc'): 0.4063745019920319
('nos', 'wtspc'): 0.40625
('bus', 'wtspc'): 0.40625
('hir', 'wtspc'): 0.40583554376657827
('lirt', 'mis'): 0.40425531914893614
('pim', 'ci'): 0.40425531914893614
('hic', 'wtspc'): 0.40414507772020725
('gul', 'wtspc'): 0.40372670807453415
('por', 'wtspc'): 0.40353460972017674
('yon', 'wtspc'): 0.4025236593059937
('ken', 'wtspc'): 0.4024051803885291
('ros', 'wtspc'): 0.4015151515151515
('let', 'wtspc'): 0.40079760717846463
('hak', 'kin'): 0.4004282655246253
('mung', 'li'): 0.4
('mung', 'lik'): 0.4
('seh', 'rin'): 0.4
('poz', 'yum'): 0.4
('eau', 'wtspc'): 0.4
('hop', 'wtspc'): 0.4
('faf', 'lik'): 0.4
('ch', 'ris'): 0.4
('ruck', 'te'): 0.4
('yoz', 'las'): 0.4
('bap', 'tis'): 0.4
('dop', 'sis'): 0.4
('yos', 'fer'): 0.4
('uak', 'wtspc'): 0.4
('bic', 'me'): 0.4
('lil', 'wtspc'): 0.4
('gow', 'da'): 0.4
('dokt', 'ri'): 0.4
('mant', 'wtspc'): 0.4
('hok', 'ka'): 0.4
('pic', 'wtspc'): 0.4
('fev', 'wtspc'): 0.4
('emp', 'res'): 0.4
('kab', 'lo'): 0.4
('atv', 'wtspc'): 0.4
('zac', 'wtspc'): 0.4
('aas', 'wtspc'): 0.4
('rams', 'wtspc'): 0.4
('puc', 'ci'): 0.4
('xx', 'wtspc'): 0.4
('ound', 'wtspc'): 0.4
('eau', 'nun'): 0.4
('bang', 'la'): 0.4
('uez', 'wtspc'): 0.4
('witt', 'wtspc'): 0.4
('lef', 'ter'): 0.4
('lug', 'wtspc'): 0.4
('got', 'wtspc'): 0.4
('dop', 'laz'): 0.4
('kond', 'ri'): 0.4
('kond', 'r'): 0.4
('bap', 'wtspc'): 0.4
('left', 'wtspc'): 0.4
('kec', 'le'): 0.4
('now', 'wtspc'): 0.4
('post', 'fix'): 0.4
('eath', 'less'): 0.4
('mig', 'rant'): 0.4
('gsmh', 'wtspc'): 0.4
('eus', 'wtspc'): 0.4
('ees', 'sir'): 0.4
('tirt', 'mis'): 0.4
('sib', 'yan'): 0.4
('yos', 'wtspc'): 0.4
('rams', 'tedt'): 0.4
('uer', 're'): 0.4
('jor', 'dur'): 0.4
('dry', 'wtspc'): 0.4
('dap', 'te'): 0.4
('emp', 'loy'): 0.4
('bic', 'ki'): 0.4
('ound', 'gar'): 0.4
('cac', 'c'): 0.4
('mop', 'ti'): 0.4
('lob', 'lar'): 0.4
('hips', 'te'): 0.4
('hips', 'de'): 0.4
('kec', 'ler'): 0.4
('vich', 'danc'): 0.4
('ly', 'sis'): 0.4
('cek', 'wtspc'): 0.399830220713073
('aik', 'wtspc'): 0.39864864864864863
('far', 'ki'): 0.3972602739726027
('sec', 'me'): 0.39705882352941174
('sav', 'ci'): 0.39622641509433965
('siy', 'le'): 0.39603960396039606
('nuy', 'le'): 0.3953488372093023
('koz', 'mo'): 0.39473684210526316
('gam', 'wtspc'): 0.39473684210526316
('bis', 'tan'): 0.39473684210526316
('un', 'lu'): 0.39378238341968913
('gac', 'wtspc'): 0.39344262295081966
('gac', 'la'): 0.39344262295081966
('cut', 'wtspc'): 0.3930635838150289
('manc', 'hes'): 0.39285714285714285
('lot', 'wtspc'): 0.39285714285714285
('ip', 'tal'): 0.39215686274509803
('mark', 'sist'): 0.391304347826087
('cet', 'te'): 0.391304347826087
('iv', 'me'): 0.391304347826087
('fos', 'sa'): 0.391304347826087
('set', 'wtspc'): 0.390625
('yim', 'la'): 0.3895582329317269
('ai', 'le'): 0.38898163606010017
('ual', 'wtspc'): 0.3888888888888889
('zas', 'yo'): 0.3888888888888889
('lok', 'wtspc'): 0.3888888888888889
('wi', 'de'): 0.3888888888888889
('fok', 'wtspc'): 0.3888888888888889
('eis', 'wtspc'): 0.3888888888888889
('cis', 'wtspc'): 0.3881578947368421
('yah', 'ya'): 0.3877551020408163
('cal', 'wtspc'): 0.3872832369942196
('gos', 'ter'): 0.38645418326693226
('les', 'ti'): 0.3856317093311313
('dip', 'lo'): 0.3855421686746988
('zi', 'wtspc'): 0.38536729857819907
('dag', 'la'): 0.38489208633093525
('rab', 'zon'): 0.38461538461538464
('baz', 'wtspc'): 0.38461538461538464
('nac', 'ci'): 0.38461538461538464
('mont', 'r'): 0.38461538461538464
('nac', 'wtspc'): 0.38461538461538464
('nig', 'han'): 0.38461538461538464
('http', 'endsntnc'): 0.38461538461538464
('zek', 'si'): 0.38461538461538464
('re', 'wtspc'): 0.383451536643026
('niz', 'wtspc'): 0.3830703012912482
('pim', 'wtspc'): 0.3829787234042553
('ca', 'wtspc'): 0.3822996010155967
('yas', 'wtspc'): 0.3821138211382114
('homsky', 'nin'): 0.38202247191011235
('yok', 'tur'): 0.3813559322033898
('taj', 'wtspc'): 0.38095238095238093
('bot', 'wtspc'): 0.38095238095238093
('fak', 'tor'): 0.3805970149253731
('ram', 'la'): 0.3801295896328294
('bos', 'wtspc'): 0.38
('nis', 'wtspc'): 0.37989556135770236
('rac', 'wtspc'): 0.37967914438502676
('rac', 'la'): 0.37967914438502676
('kont', 'ro'): 0.3795620437956204
('fis', 'wtspc'): 0.3793103448275862
('or', 'ta'): 0.3787504412283798
('gu', 'wtspc'): 0.3785357737104825
('fu', 'su'): 0.3782771535580524
('dim', 'ci'): 0.37777777777777777
('cun', 'da'): 0.37751004016064255
('kin', 'wtspc'): 0.3773462783171521
('tel', 'wtspc'): 0.37623762376237624
('sus', 'wtspc'): 0.375
('kem', 'wtspc'): 0.375
('ead', 'din'): 0.375
('vac', 'wtspc'): 0.375
('zap', 'tet'): 0.375
('soh', 're'): 0.375
('mulk', 'le'): 0.375
('zih', 'nin'): 0.375
('turt', 'ma'): 0.375
('beh', 'zat'): 0.375
('fey', 'yaz'): 0.375
('uis', 'tik'): 0.375
('inst', 'r'): 0.375
('vist', 'wtspc'): 0.375
('ming', 'ham'): 0.375
('fizm', 'wtspc'): 0.375
('sith', 'le'): 0.375
('vim', 'wtspc'): 0.375
('tit', 'wtspc'): 0.375
('yiy', 'la'): 0.375
('mily', 'endsntnc'): 0.375
('turt', 'tu'): 0.375
('sscb', 'nin'): 0.375
('ming', 'wtspc'): 0.375
('had', 'wtspc'): 0.375
('pok', 'rat'): 0.375
('vac', 'ta'): 0.375
('kans', 'wtspc'): 0.375
('hab', 'be'): 0.375
('lih', 'tens'): 0.375
('soh', 'bet'): 0.375
('jack', 'son'): 0.375
('doz', 'da'): 0.375
('ront', 'gen'): 0.375
('ib', 'wtspc'): 0.375
('ay', 'ri'): 0.37482048827190045
('rey', 'le'): 0.37373737373737376
('sart', 'la'): 0.373134328358209
('pan', 'wtspc'): 0.37275064267352187
('ip', 'lik'): 0.37254901960784315
('nek', 'wtspc'): 0.37209302325581395
('zen', 'le'): 0.37183544303797467
('miy', 'le'): 0.3717948717948718
('cift', 'wtspc'): 0.37142857142857144
('yit', 'wtspc'): 0.3711340206185567
('zir', 'la'): 0.37109375
('kek', 'ler'): 0.37104072398190047
('tih', 'wtspc'): 0.3709677419354839
('ron', 'wtspc'): 0.3706896551724138
('zum', 'le'): 0.37037037037037035
('ruz', 'wtspc'): 0.3700787401574803
('fer', 'ra'): 0.3698224852071006
('st', 'ra'): 0.3695652173913043
('duz', 'wtspc'): 0.36936936936936937
('cum', 'hur'): 0.3691275167785235
('per', 'wtspc'): 0.36893203883495146
('bal', 'kan'): 0.3684210526315789
('cep', 'wtspc'): 0.3684210526315789
('ous', 'se'): 0.3684210526315789
('ol', 'du'): 0.3680940758819614
('uan', 'tum'): 0.3670886075949367
('cu', 'wtspc'): 0.36657303370786515
('zor', 'wtspc'): 0.36645962732919257
('kam', 'wtspc'): 0.36607142857142855
('ye', 'wtspc'): 0.3658129175946548
('yin', 'wtspc'): 0.3656387665198238
('var', 'dir'): 0.3647166361974406
('sip', 'lin'): 0.36470588235294116
('mec', 'lis'): 0.3645833333333333
('yut', 'wtspc'): 0.36419753086419754
('iut', 'la'): 0.36363636363636365
('sop', 'h'): 0.36363636363636365
('eos', 'ta'): 0.36363636363636365
('mond', 'wtspc'): 0.36363636363636365
('wo', 'mens'): 0.36363636363636365
('ruy', 'la'): 0.36363636363636365
('wes', 'ley'): 0.36363636363636365
('ep', 'de'): 0.36363636363636365
('wes', 'tern'): 0.36363636363636365
('xe', 'wtspc'): 0.36363636363636365
('ep', 'si'): 0.36363636363636365
('dam', 'la'): 0.3630573248407643
('bol', 'wtspc'): 0.36171617161716174
('zet', 'le'): 0.3617021276595745
('ket', 'wtspc'): 0.36155202821869487
('mak', 'wtspc'): 0.36126329358685144
('hep', 'wtspc'): 0.3611111111111111
('hep', 'si'): 0.3611111111111111
('vak', 'fi'): 0.3611111111111111
('form', 'la'): 0.36065573770491804
('key', 'wtspc'): 0.36065573770491804
('din', 'wtspc'): 0.3602811950790861
('maz', 'wtspc'): 0.36012861736334406
('dost', 'wtspc'): 0.36
('cem', 'ber'): 0.36
('mil', 'let'): 0.3597560975609756
('lo', 'ji'): 0.35972369819341127
('nak', 'la'): 0.35943775100401604
('zis', 'yen'): 0.35877862595419846
('ling', 'wtspc'): 0.35714285714285715
('tiz', 'wtspc'): 0.35714285714285715
('tez', 'wtspc'): 0.35714285714285715
('saj', 'wtspc'): 0.35714285714285715
('cif', 'te'): 0.35714285714285715
('cif', 'tin'): 0.35714285714285715
('ral', 'wtspc'): 0.3568521031207598
('eo', 'ri'): 0.356718192627824
('lum', 'wtspc'): 0.35535714285714287
('linc', 'wtspc'): 0.3548387096774194
('borc', 'la'): 0.3548387096774194
('hik', 'sos'): 0.3548387096774194
('yal', 'niz'): 0.3541666666666667
('kan', 'wtspc'): 0.35402906208718626
('nanc', 'la'): 0.35384615384615387
('nanc', 'wtspc'): 0.35384615384615387
('ed', 'wards'): 0.35384615384615387
('kus', 'wtspc'): 0.35365853658536583
('if', 'wtspc'): 0.35294117647058826
('lig', 'wtspc'): 0.3525641025641026
('lig', 'de'): 0.3525641025641026
('sant', 'ra'): 0.35135135135135137
('op', 'ti'): 0.35135135135135137
('sant', 'rik'): 0.35135135135135137
('riz', 'wtspc'): 0.35064935064935066
('mos', 'ko'): 0.35
('yog', 'ra'): 0.35
('laz', 'girt'): 0.35
('app', 'l'): 0.35
('rap', 'wtspc'): 0.3493150684931507
('ais', 'tan'): 0.3488372093023256
('tup', 'wtspc'): 0.3482142857142857
('mok', 'rat'): 0.34814814814814815
('mun', 'wtspc'): 0.3479212253829322
('im', 'pa'): 0.34782608695652173
('iv', 'endsntnc'): 0.34782608695652173
('gic', 'ta'): 0.34782608695652173
('teb', 'wtspc'): 0.34782608695652173
('vah', 'det'): 0.34782608695652173
('lom', 'bun'): 0.34782608695652173
('it', 'ti'): 0.3472222222222222
('rum', 'wtspc'): 0.34705075445816186
('muk', 'wtspc'): 0.3469387755102041
('tak', 'wtspc'): 0.3464566929133858
('iet', 'nam'): 0.34615384615384615
('yot', 'wtspc'): 0.34615384615384615
('giy', 'le'): 0.3456221198156682
('rih', 'wtspc'): 0.34541062801932365
('lem', 'le'): 0.34536082474226804
('mon', 'wtspc'): 0.34523809523809523
('oa', 'lis'): 0.3448275862068966
('im', 'za'): 0.3447204968944099
('fen', 'wtspc'): 0.3442622950819672
('kart', 'wtspc'): 0.3442622950819672
('j', 'eo'): 0.34415584415584416
('cim', 'le'): 0.34375
('vur', 'gu'): 0.34375
('lac', 'lar'): 0.34375
('tay', 'wtspc'): 0.3434650455927052
('pol', 'yon'): 0.34285714285714286
('yes', 'por'): 0.34210526315789475
('ban', 'ci'): 0.3411371237458194
('tav', 'si'): 0.3409090909090909
('for', 'mu'): 0.34025974025974026
('nim', 'la'): 0.33980582524271846
('ii', 'endsntnc'): 0.33980582524271846
('nog', 'ra'): 0.33962264150943394
('go', 're'): 0.3395910157559504
('las', 'ma'): 0.3392226148409894
('man', 'wtspc'): 0.3391494002181025
('val', 'wtspc'): 0.3382352941176471
('ris', 'wtspc'): 0.3379040156709109
('vun', 'ma'): 0.33783783783783783
('riz', 'endsntnc'): 0.33766233766233766
('pu', 'ler'): 0.33725490196078434
('yurt', 'di'): 0.33695652173913043
('pan', 'ya'): 0.33676092544987146
('rut', 'me'): 0.3360655737704918
('iir', 'le'): 0.3360655737704918
('kay', 'nak'): 0.3352534562211982
('pih', 'ti'): 0.3333333333333333
('zus', 'mus'): 0.3333333333333333
('sed', 'di'): 0.3333333333333333
('led', 'din'): 0.3333333333333333
('kiy', 'met'): 0.3333333333333333
('mur', 'wtspc'): 0.3333333333333333
('fal', 'wtspc'): 0.3333333333333333
('oz', 'gur'): 0.3333333333333333
('aoist', 'ler'): 0.3333333333333333
('roc', 'ki'): 0.3333333333333333
('eier', 'wtspc'): 0.3333333333333333
('iay', 'din'): 0.3333333333333333
('oui', 'se'): 0.3333333333333333
('aue', 'ri'): 0.3333333333333333
('wert', 'wtspc'): 0.3333333333333333
('kel', 'wtspc'): 0.3333333333333333
('lenc', 'hen'): 0.3333333333333333
('less', 'ner'): 0.3333333333333333
('toc', 'q'): 0.3333333333333333
('deks', 'li'): 0.3333333333333333
('jur', 'gen'): 0.3333333333333333
('fekt', 'wtspc'): 0.3333333333333333
('fiks', 'tu'): 0.3333333333333333
('zons', 'po'): 0.3333333333333333
('lon', 'wtspc'): 0.3333333333333333
('nec', 'det'): 0.3333333333333333
('ful', 'ya'): 0.3333333333333333
('pom', 'pa'): 0.3333333333333333
('zons', 'por'): 0.3333333333333333
('naly', 'ti'): 0.3333333333333333
('puy', 'le'): 0.3333333333333333
('tend', 'hal'): 0.3333333333333333
('uans', 'la'): 0.3333333333333333
